cluster_name,overall_improvement,avg_similarity,entries_count,selected,CPU_usage_improvement,RAM_usage_improvement,execution_time_ms_improvement
river_sizes,-25.156715912171325,71.41833333333334,1,True,96.15975422427037,61.703431372549026,-233.33333333333337
hello_world,83.07613444972935,68.4784349593496,33,True,93.85555238099587,79.83337152940669,75.53947943878548
a0131palindromepartitioning,23.43683627727862,61.449166666666656,1,True,95.38046340179045,70.18218218218216,-95.25213675213674
minesweeper,97.44009306669132,65.65740196078431,11,True,97.31018602274507,98.39511294570679,96.6149802316221
variable_length_quantity,96.58706143718253,66.21983333333334,4,True,94.58805825384187,97.14423938076584,98.02888667693992
a0071simplitypath,-15.185663367023475,72.75333333333332,1,True,95.76988155668359,61.703431372549026,-203.03030303030303
protein_translator,77.8918795683035,36.07333333333334,1,True,95.73676215277777,89.64673671690669,48.29213983522603
cars_assemble,94.92675685471538,77.21966666666668,5,False,94.4204873269254,95.84238525002972,94.51739798719103
find_el_smaller_left_bigger_right,32.229231408675524,68.04083333333334,1,True,95.11280315848843,69.61192810457517,-68.03703703703702
a0078subsets,-6.537730348868554,62.52833333333333,1,True,95.76988155668359,62.39470517448854,-177.7777777777778
mean_square_error.test.js,0.0,100.0,1,False,0.0,0.0,0.0
little_sisters_vocab,-25.2725022169672,77.365,1,False,95.81239530988275,61.703431372549026,-233.33333333333337
freelancer_rates,89.61025387714369,72.1825,1,True,95.31578947368422,93.52333161438214,79.9916405433647
dominoes,96.12007785394184,50.574999999999996,3,True,94.32189596756007,96.48604221727076,97.55229537699466
number_of_islands,-26.005199333884235,75.37666666666667,2,False,93.61430395913156,61.703431372549005,-233.3333333333333
valid_sudoku,-25.133547008547016,58.61166666666667,1,True,96.2292609351433,61.703431372549026,-233.33333333333337
need_for_speed,94.47175140144968,90.07708333333333,6,False,94.74718068932496,94.9929741082366,93.6750994067875
matching_brackets,83.6871768195259,72.66902777777779,6,True,94.02047880648779,64.42109762220362,92.61995402988627
circular_buffer,93.6951368649873,70.38484375,11,True,96.7027475368863,85.15343501313399,99.22922804494159
linked_list,91.9861154596374,73.52150793650793,18,True,93.16411964404762,95.66666925960278,87.12755747526182
election_day,96.97569470998833,93.75305555555555,3,False,94.51147300522402,97.56243822622675,98.8531728985142
find_one_missing_number,-25.130709733103185,66.88749999999999,1,True,96.2377727614748,61.703431372549026,-233.33333333333337
min_cost_coloring,-25.22922351360853,60.49833333333333,1,True,96.01275917065391,61.63290362185388,-233.33333333333337
strain,91.92602863315403,70.06327777777777,11,True,92.5721702182141,94.25329653311019,88.9526191481378
grains,72.82808607649241,70.83731481481482,17,True,92.92965745624741,58.21636002191186,67.33824075131797
perfect_rectangle,-25.1656456416144,58.619166666666665,1,True,96.20349278663629,61.63290362185388,-233.33333333333337
a0162findpeakelement,4.1334517947386855,73.77250000000002,1,True,95.71644042232278,70.12835940633772,-153.44444444444443
a0001twosum,-24.926291311524817,74.93916666666667,1,True,96.15975422427037,62.39470517448854,-233.33333333333337
booking_up_for_beauty,97.08665530162547,80.46638888888887,3,False,94.62361861671845,97.54835177051115,99.08799551764683
check_if_point_inside_polygon,-13.352638683238354,54.732499999999995,1,True,95.9435545385202,64.86519607843138,-200.86666666666665
party_robot,97.02520236651918,70.72500000000001,3,True,94.66946122997075,97.55636916351172,98.8497767060751
prime_calculator,90.72304128190437,44.1575,1,True,96.80715197956577,90.3096549752654,85.05231689088191
lasagna,94.02583993006209,80.88895833333333,4,False,93.20987706487857,95.76368873659096,93.10395398871675
odd_sum,18.06506475395148,65.24333333333333,1,True,95.19171564511616,69.55903417229382,-110.55555555555556
count_positives,-25.177282445333514,57.43666666666666,1,True,96.16858237547895,61.63290362185388,-233.33333333333337
mean_square_error,0.0,22.6925,1,False,0.0,0.0,0.0
raindrops,93.05407695984688,59.300659025787965,25,True,93.09535159484616,93.3100422747511,92.75683700994335
list_ops,94.20513148329474,80.16805555555557,7,False,93.94256463411743,95.47375073031213,93.19907908545464
reverse_words_in_sentence,-15.15417365156454,68.58500000000001,1,True,95.86435070306038,61.703431372549026,-203.03030303030303
simple_linked_list,94.24843270733895,69.7175,4,True,93.04563554527785,95.96514202892386,93.73452054781511
phone_number,75.31642119956022,69.67170454545453,20,True,92.70612763153862,67.83493490639817,65.40820106074385
a0138copylistwithrandompointer,-15.04419057224691,71.69833333333332,1,True,96.12403100775192,61.773700305810394,-203.03030303030303
a0090subsetsii,23.72999264633152,68.19083333333333,1,True,95.20591487009396,70.12936221419973,-94.14529914529913
a0103binarytreezigzaglevelordertraversal,-24.771667926429842,76.49249999999999,1,False,96.2207105064248,62.797619047619044,-233.33333333333337
word_search,96.3564931743454,70.81031250000001,6,True,95.94958171316674,97.56160234380052,95.55829546606898
acronym,76.28978041328757,60.62316860465116,24,True,91.643473438086,82.19816331534498,55.027704486431745
house,94.70940549607344,81.903,8,False,96.07643640412985,95.95304456151624,92.09873552257424
a0200numberofislands,92.62941097167287,62.43583333333333,1,True,95.51705404383974,93.33983983983984,89.03133903133903
luhn,86.05906952988568,60.47720000000001,20,True,94.05774256437296,86.09059501651774,78.02887100876633
power,11.792861210140623,74.23666666666666,1,True,95.06060606060606,69.61090686274511,-129.2929292929293
chessboard,96.99014371026435,83.30194444444443,3,False,94.53551912568308,97.5742701524229,98.86064185268702
two_sum,17.874542660387366,82.70583333333333,1,False,94.92371905584339,69.85731633272616,-111.15740740740743
nth_fibonacci_number,-3.682163788424598,82.15749999999998,1,False,95.76037511372384,67.73858806645691,-174.54545454545453
a0105constructbinarytreefrompreorderandinordertraversal,-6.3543158915935765,64.31916666666667,1,True,96.05055292259085,62.66427718040621,-177.7777777777778
anagram_indices,-25.29080281125677,51.70416666666667,1,True,96.04117181314332,61.419753086419746,-233.33333333333337
a0054spiralmatrix,0.697792621783132,49.946666666666665,1,True,96.04117181314332,62.46246246246245,-156.41025641025638
find_min_path,-15.13395042761862,66.53666666666666,1,True,95.92502037489815,61.703431372549026,-203.03030303030303
killer_sudoku_helper,92.44350751929142,69.95416666666667,1,True,96.65826073666516,93.43141488693469,87.24084693427437
a0063uniquepathsii,12.139941111339795,74.06333333333332,1,True,95.4331226961559,70.38064003180286,-129.39393939393938
candy,11.945207474818298,74.38666666666666,1,True,95.09588268471516,70.18418418418416,-129.44444444444443
minimum_window_substring,4.264469679800158,70.84500000000001,1,True,95.4020646563434,69.55801104972373,-152.16666666666666
a0147insertionsortlist,-25.11012403079322,68.01833333333335,1,True,96.2292609351433,61.773700305810394,-233.33333333333337
a0098validatebinarysearchtree,4.221567666446599,76.2225,1,False,95.68153187200807,69.81650446066504,-152.83333333333331
a0210coursescheduleii,-15.008056184526785,66.23,1,True,95.54367201426022,62.46246246246245,-203.03030303030303
state_of_tic_tac_toe,96.86725611275078,73.185,1,True,96.63108921729611,96.48929106101907,97.48138805993715
sorting_room,96.97947951463912,87.01583333333332,3,False,94.50548124987938,97.57377026037784,98.85918703366015
binary_search,91.04006851077214,78.35964285714286,12,False,93.79795160739233,80.34163047312758,98.98062345179652
a0148sortlist,-25.076061823049788,77.89416666666666,1,False,95.98393574297188,62.121212121212125,-233.33333333333337
card_games,-15.103254158580597,91.37833333333333,1,False,96.08763693270735,61.63290362185388,-203.03030303030303
minesweeper_board,92.1407046153037,75.5875,1,False,97.59846301633046,93.33533273351328,85.48831809606735
power_set,-25.2394121327621,57.23416666666668,1,True,96.12403100775192,61.491065927295146,-233.33333333333337
twofer,76.51674423060267,83.84250000000002,1,False,96.1715191126956,89.59149498797228,43.787218591140146
three_sum,-14.839095881749907,88.74,1,False,96.05055292259085,62.46246246246245,-203.03030303030303
grep,97.05308706081205,70.25611111111112,3,True,94.67507731378124,97.60919957724428,98.87498429141058
minimum_absolute_difference_in_bst,-15.257105367399484,69.44083333333333,1,True,95.55555555555556,61.703431372549026,-203.03030303030303
bird_watcher,92.12562073923817,82.5865625,8,False,94.2707675413987,94.44504360600779,87.66105107030803
markdown,79.86698072729962,67.9205,5,True,92.41263473212474,89.69762477387778,57.49068267589633
jedliks_toy_car,92.17730764577284,89.60000000000001,1,False,97.47474747474747,93.36946972334113,85.68770573922997
a0077combinations,-24.957868841683354,63.87,1,True,96.13302397525136,62.32670283303195,-233.33333333333337
football_match_reports,92.12722972733206,45.83208333333332,2,True,96.43444410886275,93.41663282823548,86.53061224489795
parallel_letter_frequency,97.6540518897878,74.9175,2,True,96.58110666947192,97.56606564937535,98.8149833505161
a0086partitionlist,11.94840057675546,60.360833333333325,1,True,95.46866771985259,69.87148350536327,-129.49494949494948
a0094binarytreeinordertraversal,28.547875865033262,69.85666666666667,1,True,95.38004750593826,70.38262770820913,-80.11904761904762
postfix_evaluate,4.372014919195588,67.40249999999999,1,True,95.4524361948956,69.66360856269112,-151.99999999999997
a0127wordladder,-6.453540919560349,77.5,1,False,95.9546925566343,62.46246246246245,-177.7777777777778
protein_translation,-34.57714995389305,66.38233333333334,14,True,93.56550842489453,73.09020856797719,-270.38716685455086
alphametics,95.8670885893393,62.97357142857142,6,True,93.69929645713121,94.3751350590621,99.52683425182458
human_readable_numbers,0.0,42.190000000000005,1,False,0.0,0.0,0.0
sort_rgb_array,11.732901230138802,66.87916666666666,1,True,95.08513708513709,69.55801104972373,-129.44444444444443
smallest_multiple,-15.209172617255186,72.01583333333333,1,True,95.76988155668359,61.63290362185388,-203.03030303030303
unique_paths,-25.142203017423867,73.82166666666667,1,True,96.13302397525136,61.773700305810394,-233.33333333333337
poker,96.1127760180362,59.4225,3,True,94.36755565360826,96.52051424416179,97.45025815633856
reverse_all_lists,-15.107891405235884,54.895,1,True,96.00319744204636,61.703431372549026,-203.03030303030303
collatz_conjecture,77.42820158595973,79.15925,10,False,91.49773935047332,76.47180924196722,64.31505616543862
a0059spiralmatrixii,-6.444173226899466,60.37749999999999,1,True,96.05055292259085,62.39470517448854,-177.7777777777778
transpose,90.53730916391366,58.174259259259266,8,True,91.93237711672815,94.77767557116726,84.90187480384554
forth,96.46855362061139,46.385416666666664,2,True,95.48260022505504,96.49117504015827,97.43188559662087
majority_element,-3.6332897315436505,78.45916666666666,1,False,95.70730344923895,67.51403947734222,-174.12121212121212
min_stack,-15.117545517694708,81.77333333333334,1,False,95.97423510466989,61.703431372549026,-203.03030303030303
linked_list_cycle,-25.195144532161134,86.0075,1,False,96.11499611499609,61.63290362185388,-233.33333333333337
bank_account,81.19784747503753,85.33863636363637,9,False,94.07135642362225,91.66376587194124,57.858420129549145
reverse_ascending_sublists,-15.097160135111286,63.06583333333334,1,True,96.10591900311529,61.63290362185388,-203.03030303030303
pangram,92.97023203367861,45.31655405405406,29,True,92.73332933059241,93.33799991014959,92.83936686029388
currency_exchange,-25.136397151453185,79.94749999999999,1,False,96.2207105064248,61.703431372549026,-233.33333333333337
merge_sorted_array,11.60264746133087,87.04666666666667,1,False,95.13923698134225,69.66870540265036,-130.0
find_el_where_k_greater_or_equal,-25.156715912171325,85.85666666666667,1,False,96.15975422427037,61.703431372549026,-233.33333333333337
a0082removeduplicatesfromsortedlistii,-14.901866040818211,78.335,1,False,96.20349278663629,62.121212121212125,-203.03030303030303
robot_simulator,68.61856384962937,72.81027777777778,9,True,87.75905886836408,44.66085247563029,73.43578020489373
anagram,78.46533576652685,63.96631720430108,24,True,93.59489166783382,70.75560544714871,71.04551018459799
domain_name,0.0,30.600833333333327,1,False,0.0,0.0,0.0
ocr_numbers,90.56482630921094,68.17305555555555,5,True,93.14211499952847,94.59378554703767,83.95857838106667
binary_tree_right_side_view,11.811285232820723,81.44416666666666,1,False,95.41467304625199,69.66564729867481,-129.64646464646464
a0152maximumproductsubarray,23.84101264307124,63.66416666666667,1,True,95.52388493006072,70.18718718718718,-94.18803418803418
a0079wordsearch,-14.786866331199016,72.5725,1,True,96.186117467582,62.48358656912399,-203.03030303030303
spiral_traversal,0.0,33.999166666666675,1,False,0.0,0.0,0.0
queen,73.0019461044733,74.20666666666666,2,True,96.27662669027018,88.51228318656815,34.21692843658162
secrets,92.53864977675107,95.52166666666669,3,False,94.86730680060104,93.39318423254629,89.35545829710586
find_unpaired,-25.195132640951027,66.98916666666666,1,True,95.97423510466989,61.773700305810394,-233.33333333333337
count_consecutive_sums,-25.157332031605204,56.415,1,True,96.08763693270735,61.773700305810394,-233.33333333333337
food_chain,78.54437415562114,81.22833333333332,17,False,92.91322494167665,59.45442472651422,83.26547279867258
a0207courseschedule,-24.9658187819005,63.093333333333334,1,True,96.04117181314332,62.39470517448854,-233.33333333333337
two_fer,87.96988045439714,70.64627314814814,26,True,94.96945917505312,89.58441280994384,79.35576937819445
find_busiest_interval,-6.688814261124965,80.03916666666666,1,False,96.07843137254902,61.63290362185388,-177.7777777777778
meteorology,97.56761138489014,82.85458333333334,2,False,96.32075241831342,97.55399412049651,98.8280876158605
longest_consecutive_sequence,-24.98535919257019,89.77083333333331,1,False,96.05055292259085,62.32670283303195,-233.33333333333337
a0113pathsumii,12.112458279418368,57.9325,1,True,95.44731351069379,70.43551587301586,-129.54545454545453
weather_forecast,96.51624213460008,83.21833333333335,2,False,95.50879232645907,96.52188548204909,97.51804859529209
isogram,84.42740877938861,54.4537356321839,24,True,92.84350381061887,87.10200170672843,73.33672082081856
difference_of_squares_calculator,92.45184711900534,81.74416666666669,1,False,97.55978526110299,93.51882457402475,86.27693152188829
a0187repeateddnasequences,-14.84207672223001,64.07416666666667,1,True,96.17737003058106,62.32670283303195,-203.03030303030303
sieve,80.90106841998494,61.97421568627452,15,True,93.70244688602672,57.94924735469227,91.05151101923582
longest_repeating_character_replacement,4.384067982634359,74.4675,1,True,95.58339660845355,69.67991845056065,-152.11111111111111
high_score_board,89.22619951065276,90.04166666666667,1,False,94.64095500459135,93.48578693325685,79.55185659411012
sliding_window_maximum,-24.92863999795888,83.25416666666666,1,False,96.2207105064248,62.32670283303195,-233.33333333333337
typoglycemia_generator.test.js,0.0,100.0,1,False,0.0,0.0,0.0
rational_numbers,98.0029497333244,83.12642857142858,4,False,97.27517298943691,98.26252580004035,98.47115041049598
bowling,96.14517563641876,62.99944444444444,3,True,94.31230925972027,96.56170894199504,97.56150870754097
airport_robot,97.59016120460302,77.43374999999999,2,False,96.4079792405973,97.5327118160515,98.82979255716025
saddle_points,95.09099664183763,60.21465277777778,9,True,95.49623129551226,97.0464894719214,92.73026915807925
a0055jumpgame,-6.597414559709004,72.74333333333333,1,True,95.59082892416224,62.39470517448854,-177.7777777777778
contains_duplicate,4.234763367674769,52.220000000000006,1,True,95.35217035217035,70.07434197307616,-152.7222222222222
vehicle_purchase,96.54422982782734,88.87666666666665,5,False,95.65712416088357,96.48136890728003,97.49419641531841
bottle_song,94.85022329289914,69.22416666666666,2,True,96.66261923548466,94.86540351043931,93.02264713277344
wordy,97.62268800621688,70.36380952380952,6,True,96.50308431135497,97.48808850534232,98.87689120195331
find_first_missing_positive,-25.127420998980636,78.14333333333333,1,False,96.17737003058106,61.773700305810394,-233.33333333333337
grade_school,78.83395067755468,76.06317460317462,19,False,91.09800177133748,74.02819527965572,71.37565498167086
spiral_traversal.test.js,0.0,100.0,1,False,0.0,0.0,0.0
atbash_cipher,85.28825199754458,60.165902777777774,18,True,93.08194462603849,71.8275626385345,90.95524872806075
dn_dcharacter,77.836734625235,86.01166666666666,1,False,95.80152671755725,89.66821214585174,48.04046501229601
kindergarten_garden,83.78243334918588,69.26931818181818,9,True,97.14255405705187,92.1854122096301,62.01933378087566
error_handling,97.5501382425341,76.39958333333333,2,False,96.31675425058768,97.50389556471127,98.82976491230335
rna_transcription,83.93544635691916,66.49106976744186,33,True,92.58874217629258,81.84913986152522,77.36845703293967
card_tricks,96.04849280297027,87.60222222222222,3,False,94.13200345505201,96.51958742389658,97.49388752996224
calculate_area_of_polygon,11.705895972137284,62.02333333333333,1,True,95.1159174441617,69.49671996719965,-129.49494949494948
react,97.65552756228384,75.91722222222222,5,False,96.58339689804217,97.53317865948418,98.85000712932516
a0133clonegraph,23.428332403034076,76.62916666666666,1,False,95.3686024927075,69.91212121212122,-94.99572649572649
letter_combinations,-25.177700861765487,60.5525,1,True,96.09679937548789,61.703431372549026,-233.33333333333337
longest_substring_without_repeating_characters,-7.408135968614592,53.267500000000005,2,True,93.849938499385,61.703431372549005,-177.7777777777778
amusement_park,80.44209463691732,89.53583333333331,2,False,90.40723882402095,86.59517451286042,64.3238705738706
squeaky_clean,92.54638985189756,78.14416666666666,2,False,96.48980591373834,93.37063442919457,87.77872921275973
rotational_cipher,88.254961149967,57.405601851851856,13,True,94.25978733438009,93.49760086438778,77.00749525113311
a0092reverselinkedlistii,-25.109115849856607,69.98333333333333,1,True,95.88477366255144,62.121212121212125,-233.33333333333337
swap_first_and_last_word,-15.15414668628521,67.01416666666667,1,True,95.93495934959351,61.63290362185388,-203.03030303030303
perfect_numbers,83.55631460917041,79.20719696969695,10,False,95.23051004174836,91.66514220812091,63.77329157764197
a0096uniquebinarysearchtrees,11.773438929402241,74.40083333333332,1,True,95.09401709401709,69.67074413863405,-129.44444444444443
darts,88.4500220172652,66.8160606060606,9,True,94.05502085689514,94.09357965497276,77.20146553992771
split_coins,11.854433905875217,70.38749999999999,1,True,95.20902090209022,69.49569495694955,-129.14141414141412
diamond,89.45780815354154,60.63692307692308,10,True,95.1052973501494,94.84721657565248,78.42091053482275
simple_cipher,88.41125417451092,71.43544117647059,12,True,94.25462653494871,93.6708303046911,77.30830568389294
a0150evaluatereversepolishnotation,-14.89377497957299,52.72666666666666,1,True,96.0222752585521,62.32670283303195,-203.03030303030303
gross_store,96.12539694841024,84.69388888888889,3,False,94.36950474047126,96.55867038236771,97.44801572239174
census,97.04060586566438,94.17138888888888,3,False,94.71454038897392,97.55752815931737,98.84974904870185
queen_attack,80.13461321336668,75.26662037037038,16,False,91.16434581374342,55.0617864412719,94.17770738508469
domain_name.test.js,0.0,100.0,1,False,0.0,0.0,0.0
container_with_most_water,20.25855736246933,81.48083333333334,2,False,90.69296164491892,66.98441984419843,-96.90170940170937
minimum_size_subarray_sum,23.284100687251865,76.69833333333334,1,False,94.34150326797386,69.44242272540565,-93.93162393162392
binary_search_tree,90.30219821157293,66.31158333333333,8,True,95.11308319278677,78.76703691165397,97.02647453027802
sum_of_multiples,78.25133343493775,59.80463768115943,18,True,93.99661567828623,58.991906298639684,81.76547832788732
log_levels_alt,92.56990569794506,70.66583333333332,1,True,97.64262140499763,93.45397654559794,86.61311914323962
pig_latin_translator,92.42120181540717,50.08583333333333,1,True,97.53086419753085,93.3548635753492,86.37787767334147
annalyns_infiltration,92.92418787366982,91.41976190476191,7,False,94.66181414634404,94.41743195858878,89.69331751607663
optical_character_reader,71.46887388115458,64.43333333333334,1,True,97.02380952380952,88.60788334472545,28.77492877492877
a0213houserobberii,-24.918624918624943,73.30416666666666,1,True,96.11499611499609,62.46246246246245,-233.33333333333337
eliuds_eggs,95.11452886663557,51.78958333333333,3,True,97.16194625998548,95.66389573106765,92.51774460885353
tournament,95.54411652068599,61.855,4,True,92.58917797888385,96.51968956651626,97.52348201665787
a0093restore_ip_addresses,18.292444616150984,56.32333333333333,1,True,95.21294021294021,70.12735659847571,-110.46296296296298
maximum_depth_of_binary_tree,23.45988670437201,91.16083333333331,1,False,95.25389025389025,69.61294934640524,-94.48717948717946
a0064minimumpathsum,4.41132402614259,83.5075,1,False,95.40391841116478,70.38560922281854,-152.55555555555554
chaitanas_colossal_coaster,18.16391828866725,85.81750000000001,1,False,95.21356783919596,69.55596480458357,-110.27777777777779
elons_toys,96.1547263342333,93.29111111111109,3,False,94.53423673862515,96.51691243981982,97.41302982425489
gotta_snatch_em_all,92.329764999428,78.495,3,False,94.26895455575135,93.37021262340309,89.35012781912957
valid_anagram,23.23145114183093,46.442499999999995,1,True,95.56068770849372,69.3858024691358,-95.25213675213674
diffie_hellman,97.02028531466796,84.26055555555554,3,False,94.48119586257688,97.59701518385074,98.9826448975763
triangle,81.03825370889749,73.52076086956522,19,True,94.35168557602408,76.57485010793185,72.18822544273652
book_store,96.57009799056027,43.541666666666664,2,True,95.79971795880886,96.48091177859169,97.42966423428028
trinary,63.01437699274684,70.27708333333334,8,True,94.67567815284946,-4.511307532060135,98.87876035745121
a0199binarytreerightsideview,23.66530882809954,66.92583333333333,1,True,95.22113022113022,70.38163387000598,-94.60683760683759
a0114flattenbinarytreetolinkedlist,-25.032375032375057,59.685,1,True,96.11499611499609,62.121212121212125,-233.33333333333337
check_if_two_rectangles_overlap,-25.19000409462446,71.62083333333335,1,True,96.05988967691097,61.703431372549026,-233.33333333333337
find_two_missing_numbers,-25.130940704711218,68.21249999999999,1,True,96.09679937548789,61.843711843711844,-233.33333333333337
a0201bitwiseandofnumbersrange,-25.289344100456116,77.88416666666666,1,False,95.97423510466989,61.491065927295146,-233.33333333333337
prime_factors,71.21952616374817,74.5807196969697,18,True,93.24836583053104,61.10633313694583,59.303879523767655
tree_building,96.50763960112958,71.26083333333334,2,True,95.5169736319358,96.51994171426038,97.48600345719258
dnd_character,94.5169469424106,73.64621794871795,8,True,95.70909464957957,96.26246506230184,91.57928111535043
pov,96.97505810661518,83.51277777777779,3,False,94.48119586257688,97.58698618931338,98.85699226795528
hashtag_generator,0.0,33.91166666666666,1,False,0.0,0.0,0.0
lasagna_master,88.8513116998339,81.72729166666666,4,False,91.79926743819279,93.37174385894504,81.38292380236386
a0208implementtrieprefixtree,11.934651145660316,79.43166666666667,1,False,95.68376068376068,69.66564729867481,-129.54545454545453
armstrong_numbers,83.98175328260801,57.34811403508772,16,True,94.15675225243794,86.46520099892595,71.32330659646017
coordinate_transformation,84.02144040455794,80.9225,2,False,91.23924097506345,90.52928108375075,70.29579915485958
queens_problem,52.29286513690182,58.0875,1,True,96.11499611499609,61.773700305810394,-1.0101010101010102
set_matrix_zeroes,11.920797179341273,82.51916666666666,1,False,95.14377442769403,69.55801104972373,-128.93939393939394
matrix,85.42323005290984,60.95424603174604,18,True,92.842624033279,92.85737755279939,70.56968857265119
gigasecond,87.79357023359859,73.52944444444445,28,True,92.74570733849087,80.59720736658507,90.0377959957198
zebra_puzzle,96.50584912231865,50.70083333333333,2,True,95.5942714596123,96.51019992422299,97.41307598312068
hashtag_generator.test.js,0.0,100.0,1,False,0.0,0.0,0.0
